source,source_type,type,_weight,target,target_type,_last_edited_by,_last_edited_date,_date_added,_date,_raw_source,_algorithm,_articleid,_journal
Arellano Group,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Olokun Daramola,2035-06-13 07:00:00,2035-06-13 07:00:00,2035-06-13,Haacklee Herald,BassLine,Arellano Group__0__0__Haacklee Herald,Haacklee Herald
Martin LLC,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Wrasse Beds,Entity.Location.Region,Olokun Daramola,2035-06-13 07:00:00,2035-06-13 07:00:00,2035-06-13,Haacklee Herald,BassLine,Martin LLC__0__0__Haacklee Herald,Haacklee Herald
"Vasquez, Chaney and Martinez",Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Melinda Manning,2035-06-13 10:00:00,2035-06-13 10:00:00,2035-06-13,Lomark Daily,ShadGPT,"Vasquez, Chaney and Martinez__0__0__Lomark Daily",Lomark Daily
"Vasquez, Chaney and Martinez",Entity.Organization.FishingCompany,Event.Fishing,0.5,Cod Table,Entity.Location.Region,Urashima Tarō,2035-06-13 10:00:00,2035-06-13 10:00:00,2035-06-13,Haacklee Herald,ShadGPT,"Vasquez, Chaney and Martinez__0__0__Haacklee Herald",Haacklee Herald
"Vasquez, Chaney and Martinez",Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Melinda Manning,2035-06-13 10:00:00,2035-06-13 10:00:00,2035-06-13,Lomark Daily,ShadGPT,"Vasquez, Chaney and Martinez__0__0__Lomark Daily",Lomark Daily
"Vasquez, Chaney and Martinez",Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Urashima Tarō,2035-06-13 10:00:00,2035-06-13 10:00:00,2035-06-13,Haacklee Herald,ShadGPT,"Vasquez, Chaney and Martinez__0__0__Haacklee Herald",Haacklee Herald
"Vasquez, Chaney and Martinez",Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Melinda Manning,2035-06-13 10:00:00,2035-06-13 10:00:00,2035-06-13,Lomark Daily,ShadGPT,"Vasquez, Chaney and Martinez__0__0__Lomark Daily",Lomark Daily
Arellano Group,Entity.Organization.FishingCompany,Event.Fishing,0.5,Tuna Shelf,Entity.Location.Region,Greta Grass-Hill,2035-06-13 11:00:00,2035-06-13 11:00:00,2035-06-13,The News Buoy,ShadGPT,Arellano Group__0__0__The News Buoy,The News Buoy
Arellano Group,Entity.Organization.FishingCompany,Event.Fishing,0.5,Cod Table,Entity.Location.Region,Greta Grass-Hill,2035-06-13 11:00:00,2035-06-13 11:00:00,2035-06-13,The News Buoy,ShadGPT,Arellano Group__0__0__The News Buoy,The News Buoy
Arellano Group,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Greta Grass-Hill,2035-06-13 11:00:00,2035-06-13 11:00:00,2035-06-13,The News Buoy,ShadGPT,Arellano Group__0__0__The News Buoy,The News Buoy
Arellano Group,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Greta Grass-Hill,2035-06-13 11:00:00,2035-06-13 11:00:00,2035-06-13,The News Buoy,ShadGPT,Arellano Group__0__0__The News Buoy,The News Buoy
Arellano Group,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Greta Grass-Hill,2035-06-13 11:00:00,2035-06-13 11:00:00,2035-06-13,The News Buoy,ShadGPT,Arellano Group__0__0__The News Buoy,The News Buoy
Mclaughlin-Chandler,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Jack Inch,2035-06-13 12:00:00,2035-06-13 12:00:00,2035-06-13,Haacklee Herald,BassLine,Mclaughlin-Chandler__0__0__Haacklee Herald,Haacklee Herald
Mclaughlin-Chandler,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Jack Inch,2035-06-13 12:00:00,2035-06-13 12:00:00,2035-06-13,Haacklee Herald,BassLine,Mclaughlin-Chandler__0__0__Haacklee Herald,Haacklee Herald
Mclaughlin-Chandler,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Jack Inch,2035-06-13 12:00:00,2035-06-13 12:00:00,2035-06-13,Haacklee Herald,BassLine,Mclaughlin-Chandler__0__0__Haacklee Herald,Haacklee Herald
Mclaughlin-Chandler,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Worf Peer,2035-06-13 14:00:00,2035-06-13 14:00:00,2035-06-13,The News Buoy,ShadGPT,Mclaughlin-Chandler__0__0__The News Buoy,The News Buoy
PregolyaDredge Logistics Incorporated,Entity.Organization.LogisticsCompany,Event.Invest,1.0,Safety,Entity.Commodity,Clepper Jessen,2035-06-13 14:00:00,2035-06-13 14:00:00,2035-06-13,The News Buoy,BassLine,PregolyaDredge Logistics Incorporated__0__0__The News Buoy,The News Buoy
Mclaughlin-Chandler,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Worf Peer,2035-06-13 14:00:00,2035-06-13 14:00:00,2035-06-13,The News Buoy,ShadGPT,Mclaughlin-Chandler__0__0__The News Buoy,The News Buoy
PregolyaDredge Logistics Incorporated,Entity.Organization.LogisticsCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Clepper Jessen,2035-06-13 14:00:00,2035-06-13 14:00:00,2035-06-13,The News Buoy,BassLine,PregolyaDredge Logistics Incorporated__0__0__The News Buoy,The News Buoy
Lutz-Fleming,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Kristin Baker,2035-06-13 14:00:00,2035-06-13 14:00:00,2035-06-13,The News Buoy,BassLine,Lutz-Fleming__0__0__The News Buoy,The News Buoy
PregolyaDredge Logistics Incorporated,Entity.Organization.LogisticsCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Clepper Jessen,2035-06-13 14:00:00,2035-06-13 14:00:00,2035-06-13,The News Buoy,BassLine,PregolyaDredge Logistics Incorporated__0__0__The News Buoy,The News Buoy
Mclaughlin-Chandler,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Worf Peer,2035-06-13 14:00:00,2035-06-13 14:00:00,2035-06-13,The News Buoy,ShadGPT,Mclaughlin-Chandler__0__0__The News Buoy,The News Buoy
Martin LLC,Entity.Organization.FishingCompany,Event.Fishing,0.5,Wrasse Beds,Entity.Location.Region,Junior Shurdlu,2035-06-13 18:00:00,2035-06-13 18:00:00,2035-06-13,The News Buoy,ShadGPT,Martin LLC__0__0__The News Buoy,The News Buoy
Martin LLC,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Junior Shurdlu,2035-06-13 18:00:00,2035-06-13 18:00:00,2035-06-13,The News Buoy,ShadGPT,Martin LLC__0__0__The News Buoy,The News Buoy
Martin LLC,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Junior Shurdlu,2035-06-13 18:00:00,2035-06-13 18:00:00,2035-06-13,The News Buoy,ShadGPT,Martin LLC__0__0__The News Buoy,The News Buoy
"Henderson, Hall and Lutz",Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Harvey Janus,2035-06-13 19:00:00,2035-06-13 19:00:00,2035-06-13,The News Buoy,BassLine,"Henderson, Hall and Lutz__0__0__The News Buoy",The News Buoy
"Henderson, Hall and Lutz",Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Harvey Janus,2035-06-13 19:00:00,2035-06-13 19:00:00,2035-06-13,The News Buoy,BassLine,"Henderson, Hall and Lutz__0__0__The News Buoy",The News Buoy
"Vasquez, Chaney and Martinez",Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Niklaus Oberon,2035-06-13 19:00:00,2035-06-13 19:00:00,2035-06-13,The News Buoy,BassLine,"Vasquez, Chaney and Martinez__0__0__The News Buoy",The News Buoy
"Vasquez, Chaney and Martinez",Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Niklaus Oberon,2035-06-13 19:00:00,2035-06-13 19:00:00,2035-06-13,The News Buoy,BassLine,"Vasquez, Chaney and Martinez__0__0__The News Buoy",The News Buoy
Mclaughlin-Chandler,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Haenyeo Hyun-Ki,2035-06-13 21:00:00,2035-06-13 21:00:00,2035-06-13,Lomark Daily,BassLine,Mclaughlin-Chandler__0__0__Lomark Daily,Lomark Daily
Mclaughlin-Chandler,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Haenyeo Hyun-Ki,2035-06-13 21:00:00,2035-06-13 21:00:00,2035-06-13,Lomark Daily,BassLine,Mclaughlin-Chandler__0__0__Lomark Daily,Lomark Daily
Martin LLC,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Harvey Janus,2035-06-14 00:00:00,2035-06-14 00:00:00,2035-06-14,Lomark Daily,ShadGPT,Martin LLC__0__0__Lomark Daily,Lomark Daily
Martin LLC,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Harvey Janus,2035-06-14 00:00:00,2035-06-14 00:00:00,2035-06-14,Lomark Daily,ShadGPT,Martin LLC__0__0__Lomark Daily,Lomark Daily
"Taylor, Prince and Sherman",Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Jack Inch,2035-06-14 06:00:00,2035-06-14 06:00:00,2035-06-14,Lomark Daily,ShadGPT,"Taylor, Prince and Sherman__0__0__Lomark Daily",Lomark Daily
"Taylor, Prince and Sherman",Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Jack Inch,2035-06-14 06:00:00,2035-06-14 06:00:00,2035-06-14,Lomark Daily,ShadGPT,"Taylor, Prince and Sherman__0__0__Lomark Daily",Lomark Daily
"Taylor, Prince and Sherman",Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Jack Inch,2035-06-14 06:00:00,2035-06-14 06:00:00,2035-06-14,Lomark Daily,ShadGPT,"Taylor, Prince and Sherman__0__0__Lomark Daily",Lomark Daily
Barnes and Sons,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Greta Grass-Hill,2035-06-14 07:00:00,2035-06-14 07:00:00,2035-06-14,Lomark Daily,ShadGPT,Barnes and Sons__0__0__Lomark Daily,Lomark Daily
Barnes and Sons,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Greta Grass-Hill,2035-06-14 07:00:00,2035-06-14 07:00:00,2035-06-14,Lomark Daily,ShadGPT,Barnes and Sons__0__0__Lomark Daily,Lomark Daily
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Haenyeo Hyun-Ki,2035-06-14 10:00:00,2035-06-14 10:00:00,2035-06-14,Lomark Daily,BassLine,Hernandez-Rojas__0__0__Lomark Daily,Lomark Daily
Harrell-Walters,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Junior Shurdlu,2035-06-14 18:00:00,2035-06-14 18:00:00,2035-06-14,Lomark Daily,BassLine,Harrell-Walters__0__0__Lomark Daily,Lomark Daily
Harrell-Walters,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Junior Shurdlu,2035-06-14 18:00:00,2035-06-14 18:00:00,2035-06-14,Lomark Daily,BassLine,Harrell-Walters__0__0__Lomark Daily,Lomark Daily
Harrell-Walters,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Tuna Shelf,Entity.Location.Region,Clepper Jessen,2035-06-14 19:00:00,2035-06-14 19:00:00,2035-06-14,The News Buoy,BassLine,Harrell-Walters__0__0__The News Buoy,The News Buoy
Harrell-Walters,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Cod Table,Entity.Location.Region,Clepper Jessen,2035-06-14 19:00:00,2035-06-14 19:00:00,2035-06-14,The News Buoy,BassLine,Harrell-Walters__0__0__The News Buoy,The News Buoy
Harrell-Walters,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Clepper Jessen,2035-06-14 19:00:00,2035-06-14 19:00:00,2035-06-14,The News Buoy,BassLine,Harrell-Walters__0__0__The News Buoy,The News Buoy
Harrell-Walters,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Clepper Jessen,2035-06-14 19:00:00,2035-06-14 19:00:00,2035-06-14,The News Buoy,BassLine,Harrell-Walters__0__0__The News Buoy,The News Buoy
"Taylor, Prince and Sherman",Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Haenyeo Hyun-Ki,2035-06-14 20:00:00,2035-06-14 20:00:00,2035-06-14,The News Buoy,ShadGPT,"Taylor, Prince and Sherman__0__0__The News Buoy",The News Buoy
"Taylor, Prince and Sherman",Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Olokun Daramola,2035-06-14 20:00:00,2035-06-14 20:00:00,2035-06-14,Haacklee Herald,ShadGPT,"Taylor, Prince and Sherman__0__0__Haacklee Herald",Haacklee Herald
"Taylor, Prince and Sherman",Entity.Organization.FishingCompany,Event.Fishing,0.5,Cod Table,Entity.Location.Region,Haenyeo Hyun-Ki,2035-06-14 20:00:00,2035-06-14 20:00:00,2035-06-14,The News Buoy,ShadGPT,"Taylor, Prince and Sherman__0__0__The News Buoy",The News Buoy
"Taylor, Prince and Sherman",Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Cod Table,Entity.Location.Region,Olokun Daramola,2035-06-14 20:00:00,2035-06-14 20:00:00,2035-06-14,Haacklee Herald,ShadGPT,"Taylor, Prince and Sherman__0__0__Haacklee Herald",Haacklee Herald
"Taylor, Prince and Sherman",Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Haenyeo Hyun-Ki,2035-06-14 20:00:00,2035-06-14 20:00:00,2035-06-14,The News Buoy,ShadGPT,"Taylor, Prince and Sherman__0__0__The News Buoy",The News Buoy
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Worf Peer,2035-06-14 20:00:00,2035-06-14 20:00:00,2035-06-14,The News Buoy,ShadGPT,Hernandez-Rojas__0__0__The News Buoy,The News Buoy
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Worf Peer,2035-06-14 20:00:00,2035-06-14 20:00:00,2035-06-14,The News Buoy,ShadGPT,Hernandez-Rojas__0__0__The News Buoy,The News Buoy
"Taylor, Prince and Sherman",Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Haenyeo Hyun-Ki,2035-06-14 20:00:00,2035-06-14 20:00:00,2035-06-14,The News Buoy,ShadGPT,"Taylor, Prince and Sherman__0__0__The News Buoy",The News Buoy
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Cod Table,Entity.Location.Region,Worf Peer,2035-06-14 20:00:00,2035-06-14 20:00:00,2035-06-14,The News Buoy,ShadGPT,Hernandez-Rojas__0__0__The News Buoy,The News Buoy
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Cod Table,Entity.Location.Region,Worf Peer,2035-06-14 20:00:00,2035-06-14 20:00:00,2035-06-14,The News Buoy,ShadGPT,Hernandez-Rojas__0__0__The News Buoy,The News Buoy
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Cod Table,Entity.Location.Region,Worf Peer,2035-06-14 20:00:00,2035-06-14 20:00:00,2035-06-14,The News Buoy,ShadGPT,Hernandez-Rojas__0__0__The News Buoy,The News Buoy
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Cod Table,Entity.Location.Region,Worf Peer,2035-06-14 20:00:00,2035-06-14 20:00:00,2035-06-14,The News Buoy,ShadGPT,Hernandez-Rojas__0__0__The News Buoy,The News Buoy
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Fishing,0.5,Cod Table,Entity.Location.Region,Worf Peer,2035-06-14 20:00:00,2035-06-14 20:00:00,2035-06-14,The News Buoy,ShadGPT,Hernandez-Rojas__0__0__The News Buoy,The News Buoy
Barnes and Sons,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Junior Shurdlu,2035-06-14 22:00:00,2035-06-14 22:00:00,2035-06-14,The News Buoy,BassLine,Barnes and Sons__0__0__The News Buoy,The News Buoy
Barnes and Sons,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Tuna Shelf,Entity.Location.Region,Junior Shurdlu,2035-06-14 22:00:00,2035-06-14 22:00:00,2035-06-14,The News Buoy,BassLine,Barnes and Sons__0__0__The News Buoy,The News Buoy
Barnes and Sons,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Junior Shurdlu,2035-06-14 22:00:00,2035-06-14 22:00:00,2035-06-14,The News Buoy,BassLine,Barnes and Sons__0__0__The News Buoy,The News Buoy
Barnes and Sons,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Junior Shurdlu,2035-06-14 22:00:00,2035-06-14 22:00:00,2035-06-14,The News Buoy,BassLine,Barnes and Sons__0__0__The News Buoy,The News Buoy
Barnes and Sons,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Junior Shurdlu,2035-06-14 22:00:00,2035-06-14 22:00:00,2035-06-14,The News Buoy,BassLine,Barnes and Sons__0__0__The News Buoy,The News Buoy
Barnes and Sons,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Junior Shurdlu,2035-06-14 22:00:00,2035-06-14 22:00:00,2035-06-14,The News Buoy,BassLine,Barnes and Sons__0__0__The News Buoy,The News Buoy
Barnes and Sons,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Cod Table,Entity.Location.Region,Junior Shurdlu,2035-06-14 22:00:00,2035-06-14 22:00:00,2035-06-14,The News Buoy,BassLine,Barnes and Sons__0__0__The News Buoy,The News Buoy
Harrell-Walters,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Olokun Daramola,2035-06-14 23:00:00,2035-06-14 23:00:00,2035-06-14,Haacklee Herald,BassLine,Harrell-Walters__0__0__Haacklee Herald,Haacklee Herald
Harrell-Walters,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Olokun Daramola,2035-06-14 23:00:00,2035-06-14 23:00:00,2035-06-14,Haacklee Herald,BassLine,Harrell-Walters__0__0__Haacklee Herald,Haacklee Herald
Harrell-Walters,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Olokun Daramola,2035-06-14 23:00:00,2035-06-14 23:00:00,2035-06-14,Haacklee Herald,BassLine,Harrell-Walters__0__0__Haacklee Herald,Haacklee Herald
Harrell-Walters,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Olokun Daramola,2035-06-14 23:00:00,2035-06-14 23:00:00,2035-06-14,Haacklee Herald,BassLine,Harrell-Walters__0__0__Haacklee Herald,Haacklee Herald
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Melinda Manning,2035-06-14 23:00:00,2035-06-14 23:00:00,2035-06-14,Haacklee Herald,BassLine,Hernandez-Rojas__0__0__Haacklee Herald,Haacklee Herald
Barnes and Sons,Entity.Organization.FishingCompany,Event.Fishing,0.5,Tuna Shelf,Entity.Location.Region,Urashima Tarō,2035-06-15 00:00:00,2035-06-15 00:00:00,2035-06-15,Haacklee Herald,BassLine,Barnes and Sons__0__0__Haacklee Herald,Haacklee Herald
City Of Port Grove,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1.0,FlounderLeska Marine BV,Entity.Organization.FishingCompany,Greta Grass-Hill,2035-06-15 01:00:00,2035-06-15 01:00:00,2035-06-15,The News Buoy,BassLine,Jones Group__0__0__The News Buoy,The News Buoy
Evans-Pearson,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Jack Inch,2035-06-15 01:00:00,2035-06-15 01:00:00,2035-06-15,The News Buoy,BassLine,Evans-Pearson__0__0__The News Buoy,The News Buoy
Evans-Pearson,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Jack Inch,2035-06-15 01:00:00,2035-06-15 01:00:00,2035-06-15,The News Buoy,BassLine,Evans-Pearson__0__0__The News Buoy,The News Buoy
City Of Centralia,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1.0,FlounderLeska Marine BV,Entity.Organization.FishingCompany,Greta Grass-Hill,2035-06-15 01:00:00,2035-06-15 01:00:00,2035-06-15,Centralia Police Reports,BassLine,Jones Group__0__0__The News Buoy,The News Buoy
FlounderLeska Marine BV,Entity.Organization.FishingCompany,Event.Criticize,-1.0,Coral Reef Protection Coalition,Entity.Organization.NGO,Greta Grass-Hill,2035-06-15 01:00:00,2035-06-15 01:00:00,2035-06-15,The News Buoy,BassLine,Jones Group__0__0__The News Buoy,The News Buoy
FlounderLeska Marine BV,Entity.Organization.FishingCompany,Event.Fishing.OverFishing,-1.0,Nemo Reef,Entity.Location.Region,Greta Grass-Hill,2035-06-15 01:00:00,2035-06-15 01:00:00,2035-06-15,Centralia Police Reports,BassLine,Jones Group__0__0__The News Buoy,The News Buoy
FlounderLeska Marine BV,Entity.Organization.FishingCompany,Event.Fishing.OverFishing,-1.0,Don Limpet Preserve,Entity.Location.Region,Greta Grass-Hill,2035-06-15 01:00:00,2035-06-15 01:00:00,2035-06-15,Centralia Police Reports,BassLine,Jones Group__0__0__The News Buoy,The News Buoy
Evans-Pearson,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Jack Inch,2035-06-15 01:00:00,2035-06-15 01:00:00,2035-06-15,The News Buoy,BassLine,Evans-Pearson__0__0__The News Buoy,The News Buoy
FlounderLeska Marine BV,Entity.Organization.FishingCompany,Event.Fishing.OverFishing,-1.0,Don Limpet Preserve,Entity.Location.Region,Greta Grass-Hill,2035-06-15 01:00:00,2035-06-15 01:00:00,2035-06-15,The News Buoy,BassLine,Jones Group__0__0__The News Buoy,The News Buoy
City Of Centralia,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1.0,FlounderLeska Marine BV,Entity.Organization.FishingCompany,Greta Grass-Hill,2035-06-15 01:00:00,2035-06-15 01:00:00,2035-06-15,Centralia Police Reports,BassLine,Jones Group__0__0__The News Buoy,The News Buoy
FlounderLeska Marine BV,Entity.Organization.FishingCompany,Event.Fishing.OverFishing,-1.0,Ghoti Preserve,Entity.Location.Region,Greta Grass-Hill,2035-06-15 01:00:00,2035-06-15 01:00:00,2035-06-15,Centralia Police Reports,BassLine,Jones Group__0__0__The News Buoy,The News Buoy
