source,source_type,type,weight,target,target_type,_last_edited_by,_last_edited_date,_date_added,_date,_raw_source,_algorithm,_articleid
City Of Lomark,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1,Dry CreekRybachit Marine A/S,Entity.Organization.FishingCompany,Olokun Daramola,2035-07-20 06:00:00,2035-07-20 06:00:00,2035-07-20,The News Buoy,BassLine,Jones Group__0__0__The News Buoy
City Of Centralia,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1,Dry CreekRybachit Marine A/S,Entity.Organization.FishingCompany,Olokun Daramola,2035-07-20 06:00:00,2035-07-20 06:00:00,2035-07-20,Centralia Police Reports,BassLine,Jones Group__0__0__The News Buoy
NyanzaRiver Worldwide AS,Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Olokun Daramola,2035-07-20 06:00:00,2035-07-20 06:00:00,2035-07-20,The News Buoy,BassLine,NyanzaRiver Worldwide AS__0__0__The News Buoy
NyanzaRiver Worldwide AS,Entity.Organization.FishingCompany,Event.Fishing,0,Cod Table,Entity.Location.Region,Olokun Daramola,2035-07-20 06:00:00,2035-07-20 06:00:00,2035-07-20,The News Buoy,BassLine,NyanzaRiver Worldwide AS__0__0__The News Buoy
City Of South Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1,Wilcox-Nelson,Entity.Organization.FishingCompany,Olokun Daramola,2035-07-20 07:00:00,2035-07-20 07:00:00,2035-07-20,Haacklee Herald,ShadGPT,Wilcox-Nelson__0__0__Haacklee Herald
Wilcox-Nelson,Entity.Organization.FishingCompany,Event.Fishing.OverFishing,-1,Tuna Shelf,Entity.Location.Region,Olokun Daramola,2035-07-20 07:00:00,2035-07-20 07:00:00,2035-07-20,Haacklee Herald,ShadGPT,Wilcox-Nelson__0__0__Haacklee Herald
Wilcox-Nelson,Entity.Organization.FishingCompany,Event.Criticize,-1,SeaWatch Conservation Society,Entity.Organization.NGO,Olokun Daramola,2035-07-20 07:00:00,2035-07-20 07:00:00,2035-07-20,Haacklee Herald,ShadGPT,Wilcox-Nelson__0__0__Haacklee Herald
Wilcox-Nelson,Entity.Organization.FishingCompany,Event.Fishing.OverFishing,-1,Cod Table,Entity.Location.Region,Olokun Daramola,2035-07-20 07:00:00,2035-07-20 07:00:00,2035-07-20,Haacklee Herald,ShadGPT,Wilcox-Nelson__0__0__Haacklee Herald
City Of Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1,Wilcox-Nelson,Entity.Organization.FishingCompany,Olokun Daramola,2035-07-20 07:00:00,2035-07-20 07:00:00,2035-07-20,Haacklee Herald,ShadGPT,Wilcox-Nelson__0__0__Haacklee Herald
"Glover, Moran and Johnson",Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Harvey Janus,2035-07-20 08:00:00,2035-07-20 08:00:00,2035-07-20,The News Buoy,BassLine,"Glover, Moran and Johnson__0__0__The News Buoy"
"Glover, Moran and Johnson",Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1,Wrasse Beds,Entity.Location.Region,Harvey Janus,2035-07-20 08:00:00,2035-07-20 08:00:00,2035-07-20,The News Buoy,BassLine,"Glover, Moran and Johnson__0__0__The News Buoy"
"Glover, Moran and Johnson",Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Harvey Janus,2035-07-20 08:00:00,2035-07-20 08:00:00,2035-07-20,The News Buoy,BassLine,"Glover, Moran and Johnson__0__0__The News Buoy"
"Glover, Moran and Johnson",Entity.Organization.FishingCompany,Event.Fishing,0,Wrasse Beds,Entity.Location.Region,Harvey Janus,2035-07-20 08:00:00,2035-07-20 08:00:00,2035-07-20,The News Buoy,BassLine,"Glover, Moran and Johnson__0__0__The News Buoy"
"Glover, Moran and Johnson",Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Harvey Janus,2035-07-20 08:00:00,2035-07-20 08:00:00,2035-07-20,The News Buoy,BassLine,"Glover, Moran and Johnson__0__0__The News Buoy"
"Glover, Moran and Johnson",Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Harvey Janus,2035-07-20 08:00:00,2035-07-20 08:00:00,2035-07-20,The News Buoy,BassLine,"Glover, Moran and Johnson__0__0__The News Buoy"
"Spencer, Richards and Wilson",Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Greta Grass-Hill,2035-07-20 11:00:00,2035-07-20 11:00:00,2035-07-20,Haacklee Herald,BassLine,"Spencer, Richards and Wilson__0__0__Haacklee Herald"
"Spencer, Richards and Wilson",Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Greta Grass-Hill,2035-07-20 11:00:00,2035-07-20 11:00:00,2035-07-20,Haacklee Herald,BassLine,"Spencer, Richards and Wilson__0__0__Haacklee Herald"
"Clarke, Scott and Sloan",Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Greta Grass-Hill,2035-07-20 11:00:00,2035-07-20 11:00:00,2035-07-20,Lomark Daily,ShadGPT,"Clarke, Scott and Sloan__0__0__Lomark Daily"
"Spencer, Richards and Wilson",Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Greta Grass-Hill,2035-07-20 11:00:00,2035-07-20 11:00:00,2035-07-20,Haacklee Herald,BassLine,"Spencer, Richards and Wilson__0__0__Haacklee Herald"
"Spencer, Richards and Wilson",Entity.Organization.FishingCompany,Event.Transaction,0,Holt PLC,Entity.Organization.Company,Greta Grass-Hill,2035-07-20 11:00:00,2035-07-20 11:00:00,2035-07-20,Haacklee Herald,BassLine,"Spencer, Richards and Wilson__0__0__Haacklee Herald"
"Clarke, Scott and Sloan",Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Pelagia Alethea Mordoch,2035-07-20 14:00:00,2035-07-20 14:00:00,2035-07-20,The News Buoy,BassLine,"Clarke, Scott and Sloan__0__0__The News Buoy"
"Spencer, Richards and Wilson",Entity.Organization.FishingCompany,Event.Transaction,0,Evans Ltd,Entity.Organization.Company,Jack Inch,2035-07-20 14:00:00,2035-07-20 14:00:00,2035-07-20,The News Buoy,BassLine,"Spencer, Richards and Wilson__0__0__The News Buoy"
"Spencer, Richards and Wilson",Entity.Organization.FishingCompany,Event.Transaction,0,"Brown, Clarke and Martinez",Entity.Organization.FishingCompany,Jack Inch,2035-07-20 14:00:00,2035-07-20 14:00:00,2035-07-20,The News Buoy,BassLine,"Spencer, Richards and Wilson__0__0__The News Buoy"
"Spencer, Richards and Wilson",Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Jack Inch,2035-07-20 14:00:00,2035-07-20 14:00:00,2035-07-20,The News Buoy,BassLine,"Spencer, Richards and Wilson__0__0__The News Buoy"
"Spencer, Richards and Wilson",Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Jack Inch,2035-07-20 14:00:00,2035-07-20 14:00:00,2035-07-20,The News Buoy,BassLine,"Spencer, Richards and Wilson__0__0__The News Buoy"
"Clarke, Scott and Sloan",Entity.Organization.FishingCompany,Event.Transaction,0,Maddox Group,Entity.Organization.Company,Pelagia Alethea Mordoch,2035-07-20 14:00:00,2035-07-20 14:00:00,2035-07-20,The News Buoy,BassLine,"Clarke, Scott and Sloan__0__0__The News Buoy"
"Spencer, Richards and Wilson",Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1,Tuna Shelf,Entity.Location.Region,Jack Inch,2035-07-20 14:00:00,2035-07-20 14:00:00,2035-07-20,The News Buoy,BassLine,"Spencer, Richards and Wilson__0__0__The News Buoy"
"Clarke, Scott and Sloan",Entity.Organization.FishingCompany,Event.Communication.Conference,1,Mclaughlin-Chandler,Entity.Organization.FishingCompany,Pelagia Alethea Mordoch,2035-07-20 14:00:00,2035-07-20 14:00:00,2035-07-20,The News Buoy,BassLine,"Clarke, Scott and Sloan__0__0__The News Buoy"
"Spencer, Richards and Wilson",Entity.Organization.FishingCompany,Event.Transaction,0,Cisneros-Meyer,Entity.Organization.FishingCompany,Jack Inch,2035-07-20 14:00:00,2035-07-20 14:00:00,2035-07-20,The News Buoy,BassLine,"Spencer, Richards and Wilson__0__0__The News Buoy"
"Clarke, Scott and Sloan",Entity.Organization.FishingCompany,Event.Transaction,0,"Patterson, Moreno and Jensen",Entity.Organization.Company,Pelagia Alethea Mordoch,2035-07-20 14:00:00,2035-07-20 14:00:00,2035-07-20,The News Buoy,BassLine,"Clarke, Scott and Sloan__0__0__The News Buoy"
"Clarke, Scott and Sloan",Entity.Organization.FishingCompany,Event.Transaction,0,Smith-Hull,Entity.Organization.FishingCompany,Pelagia Alethea Mordoch,2035-07-20 14:00:00,2035-07-20 14:00:00,2035-07-20,The News Buoy,BassLine,"Clarke, Scott and Sloan__0__0__The News Buoy"
"Clarke, Scott and Sloan",Entity.Organization.FishingCompany,Event.Fishing,0,Cod Table,Entity.Location.Region,Pelagia Alethea Mordoch,2035-07-20 14:00:00,2035-07-20 14:00:00,2035-07-20,The News Buoy,BassLine,"Clarke, Scott and Sloan__0__0__The News Buoy"
"Spencer, Richards and Wilson",Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Jack Inch,2035-07-20 14:00:00,2035-07-20 14:00:00,2035-07-20,The News Buoy,BassLine,"Spencer, Richards and Wilson__0__0__The News Buoy"
"Spencer, Richards and Wilson",Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Jack Inch,2035-07-20 14:00:00,2035-07-20 14:00:00,2035-07-20,The News Buoy,BassLine,"Spencer, Richards and Wilson__0__0__The News Buoy"
"Spencer, Richards and Wilson",Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Jack Inch,2035-07-20 14:00:00,2035-07-20 14:00:00,2035-07-20,The News Buoy,BassLine,"Spencer, Richards and Wilson__0__0__The News Buoy"
"Clarke, Scott and Sloan",Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Pelagia Alethea Mordoch,2035-07-20 14:00:00,2035-07-20 14:00:00,2035-07-20,The News Buoy,BassLine,"Clarke, Scott and Sloan__0__0__The News Buoy"
"Glover, Moran and Johnson",Entity.Organization.FishingCompany,Event.Fishing,0,Wrasse Beds,Entity.Location.Region,Junior Shurdlu,2035-07-20 16:00:00,2035-07-20 16:00:00,2035-07-20,Lomark Daily,ShadGPT,"Glover, Moran and Johnson__0__0__Lomark Daily"
"Glover, Moran and Johnson",Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Junior Shurdlu,2035-07-20 16:00:00,2035-07-20 16:00:00,2035-07-20,Lomark Daily,ShadGPT,"Glover, Moran and Johnson__0__0__Lomark Daily"
"Glover, Moran and Johnson",Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1,Wrasse Beds,Entity.Location.Region,Junior Shurdlu,2035-07-20 16:00:00,2035-07-20 16:00:00,2035-07-20,Lomark Daily,ShadGPT,"Glover, Moran and Johnson__0__0__Lomark Daily"
"Glover, Moran and Johnson",Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Junior Shurdlu,2035-07-20 16:00:00,2035-07-20 16:00:00,2035-07-20,Lomark Daily,ShadGPT,"Glover, Moran and Johnson__0__0__Lomark Daily"
"Clarke, Scott and Sloan",Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Jack Inch,2035-07-20 18:00:00,2035-07-20 18:00:00,2035-07-20,Haacklee Herald,ShadGPT,"Clarke, Scott and Sloan__0__0__Haacklee Herald"
"Clarke, Scott and Sloan",Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Jack Inch,2035-07-20 18:00:00,2035-07-20 18:00:00,2035-07-20,Haacklee Herald,ShadGPT,"Clarke, Scott and Sloan__0__0__Haacklee Herald"
"Clarke, Scott and Sloan",Entity.Organization.FishingCompany,Event.Transaction,0,Martinez-Daniels,Entity.Organization.Company,Jack Inch,2035-07-20 18:00:00,2035-07-20 18:00:00,2035-07-20,Haacklee Herald,ShadGPT,"Clarke, Scott and Sloan__0__0__Haacklee Herald"
"Clarke, Scott and Sloan",Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1,Cod Table,Entity.Location.Region,Jack Inch,2035-07-20 18:00:00,2035-07-20 18:00:00,2035-07-20,Haacklee Herald,ShadGPT,"Clarke, Scott and Sloan__0__0__Haacklee Herald"
"Clarke, Scott and Sloan",Entity.Organization.FishingCompany,Event.Transaction,0,Wu-Hart,Entity.Organization.FishingCompany,Jack Inch,2035-07-20 18:00:00,2035-07-20 18:00:00,2035-07-20,Haacklee Herald,ShadGPT,"Clarke, Scott and Sloan__0__0__Haacklee Herald"
"Clarke, Scott and Sloan",Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Jack Inch,2035-07-20 18:00:00,2035-07-20 18:00:00,2035-07-20,Haacklee Herald,ShadGPT,"Clarke, Scott and Sloan__0__0__Haacklee Herald"
"Clarke, Scott and Sloan",Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Jack Inch,2035-07-20 18:00:00,2035-07-20 18:00:00,2035-07-20,Haacklee Herald,ShadGPT,"Clarke, Scott and Sloan__0__0__Haacklee Herald"
Oka Seafood Shipping Ges.m.b.H.,Entity.Organization.FishingCompany,Event.Fishing,0,Wrasse Beds,Entity.Location.Region,Pelagia Alethea Mordoch,2035-07-20 21:00:00,2035-07-20 21:00:00,2035-07-20,The News Buoy,ShadGPT,Oka Seafood Shipping Ges.m.b.H.__0__0__The News Buoy
Oka Seafood Shipping Ges.m.b.H.,Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Pelagia Alethea Mordoch,2035-07-20 21:00:00,2035-07-20 21:00:00,2035-07-20,The News Buoy,ShadGPT,Oka Seafood Shipping Ges.m.b.H.__0__0__The News Buoy
Oka Seafood Shipping Ges.m.b.H.,Entity.Organization.FishingCompany,Event.Communication.Conference,1,"Phelps, Brown and Wallace",Entity.Organization.FishingCompany,Pelagia Alethea Mordoch,2035-07-20 21:00:00,2035-07-20 21:00:00,2035-07-20,The News Buoy,ShadGPT,Oka Seafood Shipping Ges.m.b.H.__0__0__The News Buoy
Oka Seafood Shipping Ges.m.b.H.,Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Pelagia Alethea Mordoch,2035-07-20 21:00:00,2035-07-20 21:00:00,2035-07-20,The News Buoy,ShadGPT,Oka Seafood Shipping Ges.m.b.H.__0__0__The News Buoy
"Roth, Logan and Moreno",Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Melinda Manning,2035-07-21 01:00:00,2035-07-21 01:00:00,2035-07-21,Haacklee Herald,BassLine,"Roth, Logan and Moreno__0__0__Haacklee Herald"
"Roth, Logan and Moreno",Entity.Organization.FishingCompany,Event.Fishing,0,Tuna Shelf,Entity.Location.Region,Melinda Manning,2035-07-21 01:00:00,2035-07-21 01:00:00,2035-07-21,Haacklee Herald,BassLine,"Roth, Logan and Moreno__0__0__Haacklee Herald"
"Roth, Logan and Moreno",Entity.Organization.FishingCompany,Event.Communication.Conference,1,Barnett Ltd,Entity.Organization.FishingCompany,Melinda Manning,2035-07-21 01:00:00,2035-07-21 01:00:00,2035-07-21,Haacklee Herald,BassLine,"Roth, Logan and Moreno__0__0__Haacklee Herald"
"Roth, Logan and Moreno",Entity.Organization.FishingCompany,Event.Transaction,0,Watson-Gray,Entity.Organization.FishingCompany,Melinda Manning,2035-07-21 01:00:00,2035-07-21 01:00:00,2035-07-21,Haacklee Herald,BassLine,"Roth, Logan and Moreno__0__0__Haacklee Herald"
"Roth, Logan and Moreno",Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Melinda Manning,2035-07-21 01:00:00,2035-07-21 01:00:00,2035-07-21,Haacklee Herald,BassLine,"Roth, Logan and Moreno__0__0__Haacklee Herald"
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Communication.Conference,1,Hernandez-Rojas,Entity.Organization.FishingCompany,Harvey Janus,2035-07-21 03:00:00,2035-07-21 03:00:00,2035-07-21,Lomark Daily,ShadGPT,"Valdez, Dalton and Cook__0__0__Lomark Daily"
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Harvey Janus,2035-07-21 03:00:00,2035-07-21 03:00:00,2035-07-21,Lomark Daily,ShadGPT,"Valdez, Dalton and Cook__0__0__Lomark Daily"
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Transaction,0,Sanchez-Moreno,Entity.Organization.FishingCompany,Harvey Janus,2035-07-21 03:00:00,2035-07-21 03:00:00,2035-07-21,Lomark Daily,ShadGPT,"Valdez, Dalton and Cook__0__0__Lomark Daily"
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Fishing,0,Cod Table,Entity.Location.Region,Harvey Janus,2035-07-21 03:00:00,2035-07-21 03:00:00,2035-07-21,Lomark Daily,ShadGPT,"Valdez, Dalton and Cook__0__0__Lomark Daily"
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Harvey Janus,2035-07-21 03:00:00,2035-07-21 03:00:00,2035-07-21,Lomark Daily,ShadGPT,"Valdez, Dalton and Cook__0__0__Lomark Daily"
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Transaction,0,"Cooper, Wood and Smith",Entity.Organization.Company,Harvey Janus,2035-07-21 03:00:00,2035-07-21 03:00:00,2035-07-21,Lomark Daily,ShadGPT,"Valdez, Dalton and Cook__0__0__Lomark Daily"
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Harvey Janus,2035-07-21 03:00:00,2035-07-21 03:00:00,2035-07-21,Lomark Daily,ShadGPT,"Valdez, Dalton and Cook__0__0__Lomark Daily"
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1,Cod Table,Entity.Location.Region,Harvey Janus,2035-07-21 03:00:00,2035-07-21 03:00:00,2035-07-21,Lomark Daily,ShadGPT,"Valdez, Dalton and Cook__0__0__Lomark Daily"
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Transaction,0,Ross-Curtis,Entity.Organization.Company,Harvey Janus,2035-07-21 03:00:00,2035-07-21 03:00:00,2035-07-21,Lomark Daily,ShadGPT,"Valdez, Dalton and Cook__0__0__Lomark Daily"
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Clepper Jessen,2035-07-21 04:00:00,2035-07-21 04:00:00,2035-07-21,Haacklee Herald,BassLine,"Valdez, Dalton and Cook__0__0__Haacklee Herald"
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Communication.Conference,1,Turner-Green,Entity.Organization.FishingCompany,Clepper Jessen,2035-07-21 04:00:00,2035-07-21 04:00:00,2035-07-21,Haacklee Herald,BassLine,"Valdez, Dalton and Cook__0__0__Haacklee Herald"
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Clepper Jessen,2035-07-21 04:00:00,2035-07-21 04:00:00,2035-07-21,Haacklee Herald,BassLine,"Valdez, Dalton and Cook__0__0__Haacklee Herald"
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Transaction,0,"Blackwell, Clark and Lam",Entity.Organization.FishingCompany,Clepper Jessen,2035-07-21 04:00:00,2035-07-21 04:00:00,2035-07-21,Haacklee Herald,BassLine,"Valdez, Dalton and Cook__0__0__Haacklee Herald"
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Fishing,0,Cod Table,Entity.Location.Region,Clepper Jessen,2035-07-21 04:00:00,2035-07-21 04:00:00,2035-07-21,Haacklee Herald,BassLine,"Valdez, Dalton and Cook__0__0__Haacklee Herald"
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Clepper Jessen,2035-07-21 04:00:00,2035-07-21 04:00:00,2035-07-21,Haacklee Herald,BassLine,"Valdez, Dalton and Cook__0__0__Haacklee Herald"
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Clepper Jessen,2035-07-21 04:00:00,2035-07-21 04:00:00,2035-07-21,Haacklee Herald,BassLine,"Valdez, Dalton and Cook__0__0__Haacklee Herald"
"Roth, Logan and Moreno",Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Olokun Daramola,2035-07-21 05:00:00,2035-07-21 05:00:00,2035-07-21,The News Buoy,ShadGPT,"Roth, Logan and Moreno__0__0__The News Buoy"
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Clepper Jessen,2035-07-21 06:00:00,2035-07-21 06:00:00,2035-07-21,The News Buoy,BassLine,"Valdez, Dalton and Cook__0__0__The News Buoy"
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Communication.Conference,1,Kelly-Smith,Entity.Organization.FishingCompany,Clepper Jessen,2035-07-21 06:00:00,2035-07-21 06:00:00,2035-07-21,The News Buoy,BassLine,"Valdez, Dalton and Cook__0__0__The News Buoy"
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Clepper Jessen,2035-07-21 06:00:00,2035-07-21 06:00:00,2035-07-21,The News Buoy,BassLine,"Valdez, Dalton and Cook__0__0__The News Buoy"
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Fishing,0,Cod Table,Entity.Location.Region,Clepper Jessen,2035-07-21 06:00:00,2035-07-21 06:00:00,2035-07-21,The News Buoy,BassLine,"Valdez, Dalton and Cook__0__0__The News Buoy"
City Of South Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1,"Rasmussen, Nelson and King",Entity.Organization.FishingCompany,Clepper Jessen,2035-07-21 07:00:00,2035-07-21 07:00:00,2035-07-21,South Paackland Police Reports,ShadGPT,"Rasmussen, Nelson and King__0__0__Haacklee Herald"
City Of South Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1,"Rasmussen, Nelson and King",Entity.Organization.FishingCompany,Clepper Jessen,2035-07-21 07:00:00,2035-07-21 07:00:00,2035-07-21,Haacklee Herald,ShadGPT,"Rasmussen, Nelson and King__0__0__Haacklee Herald"
